1078,4175,1
1359,1571,1
1359,3505,1
1359,64,1
1359,24,1
1359,65,1
1359,2732,1
861,5,1
861,57,1
861,3200,1
861,65,1
861,2394,1
1359,1682,1
861,3,1
861,55,1
1359,2312,1
1359,27,1
972,7,1
1298,5441,1
1298,55,1
1298,53,1
1298,40,1
1298,23,1
1298,3449,1
1298,808,1
861,64,1
1359,1481,1
1359,1147,1
1359,1840,1
930,2765,1
930,2826,1
930,1904,1
930,53,1
20,4945,1
20,3090,1
20,5987,1
20,5942,1
824,5285,1
20,2082,1
20,4060,1
20,53,1
20,4421,1
20,5032,1
20,2081,1
1395,30,1
1395,24,1
824,4243,1
2412,64,1
2412,4857,1
827,657,1
881,1875,1
1359,124,1
1359,1570,1
1359,3394,1
1298,29,1
1298,5938,1
1298,4454,1
1298,66,1
1925,894,1
30,1925,1
30,556,1
827,1364,1
827,103,1
827,53,1
1109,1652,1
1109,42,1
1109,6,1
371,64,1
49,5349,1
49,1407,1
49,1052,1
49,27,1
2605,30,1
873,970,1
873,24,1
873,1321,1
371,4175,1
371,1455,1
1109,53,1
371,1446,1
371,11,1
315,1077,1
315,3112,1
1925,791,1
170,6055,1
1925,613,1
1313,24,1
554,24,1
1298,123,1
1298,64,1
1298,690,1
1298,73,1
1298,65,1
1298,106,1
1716,2,1
1716,5,1
554,5433,1
881,5204,1
881,1149,1
2412,6066,1
49,283,1
1109,105,1
1109,123,1
311,1288,1
311,1100,1
311,3164,1
311,2324,1
311,65,1
311,55,1
311,781,1
1313,2733,1
1313,2324,1
1925,3143,1
170,1708,1
20,6455,1
170,1989,1
77,3174,1
1794,4530,1
1794,934,1
189,27,1
189,132,1
189,4837,1
189,9,1
1356,64,1
1356,6,1
788,5647,1
77,2155,1
2412,4858,1
77,1411,1
77,1791,1
77,4569,1
2412,706,1
2412,1482,1
2412,3456,1
2412,2,1
2412,143,1
2412,608,1
708,621,1
708,690,1
708,132,1
1394,104,1
2412,1594,1
1394,4907,1
2412,65,1
2412,2820,1
1081,1941,1
4961,5168,1
1794,3112,1
2412,1481,1
1794,3015,1
2412,1912,1
2412,3130,1
2412,5294,1
2412,4085,1
2412,55,1
2412,5354,1
2412,5699,1
2412,2292,1
2412,5168,1
2412,6484,1
2412,4700,1
2412,624,1
2412,4175,1
2412,2691,1
2412,6482,1
2412,2215,1
2412,4568,1
2412,1099,1
2412,86,1
2412,4909,1
2412,58,1
315,53,1
1394,132,1
2154,24,1
1095,64,1
1394,4911,1
1095,274,1
1095,750,1
1880,1065,1
1880,3640,1
1880,114,1
1880,3983,1
1880,5942,1
1880,20,1
1880,1297,1
768,86,1
654,4175,1
654,132,1
4295,34,1
4295,55,1
4295,2531,1
4295,85,1
4295,808,1
4295,2394,1
2558,3715,1
2558,20,1
877,1380,1
4295,27,1
877,132,1
1095,1321,1
2154,4447,1
1095,273,1
3658,3756,1
2154,27,1
2154,4734,1
2154,2553,1
2154,2496,1
2154,4288,1
2154,2324,1
2154,132,1
2154,7,1
2154,4569,1
2154,1244,1
2154,2312,1
768,132,1
768,65,1
768,55,1
768,5942,1
768,2555,1
1394,1926,1
1394,4906,1
1394,970,1
1095,24,1
3658,123,1
3658,132,1
3658,1056,1
3658,5637,1
3658,2535,1
1095,4714,1
315,3648,1
315,507,1
315,132,1
2224,4060,1
2224,5987,1
2224,5032,1
2224,5942,1
1854,6235,1
1854,3674,1
1854,5696,1
1854,5698,1
1854,285,1
652,669,1
652,969,1
652,1396,1
652,22,1
652,385,1
652,714,1
652,1481,1
2224,2081,1
2224,3090,1
2224,4421,1
1720,5434,1
1720,4175,1
1720,22,1
1720,3083,1
1720,10,1
1720,774,1
2224,53,1
1720,1149,1
2224,6455,1
770,82,1
5005,1868,1
2679,1455,1
2679,24,1
1348,49,1
689,4001,1
249,2200,1
105,4244,1
1548,3885,1
1548,2733,1
1548,2,1
1548,354,1
790,6099,1
1348,73,1
1348,22,1
2679,4177,1
2027,2732,1
2027,27,1
1348,1796,1
1348,6432,1
1348,19,1
1348,2394,1
1348,5,1
1348,3130,1
1348,1147,1
770,2827,1
799,10,1
5005,266,1
1720,2733,1
1720,114,1
770,2694,1
770,5433,1
770,2984,1
770,950,1
770,83,1
770,26,1
770,2733,1
199,1149,1
199,64,1
199,54,1
199,2481,1
199,140,1
199,6454,1
7,27,1
199,57,1
770,1057,1
1543,1481,1
1543,132,1
770,4728,1
770,3112,1
770,2987,1
770,1414,1
770,1890,1
770,1392,1
770,621,1
770,717,1
1720,1552,1
770,1867,1
770,4175,1
2308,30,1
2224,2082,1
2308,132,1
2308,1547,1
2308,104,1
3741,1741,1
3741,5647,1
3741,1034,1
2224,4945,1
770,4734,1
770,106,1
770,1481,1
770,2233,1
770,2062,1
770,24,1
770,66,1
770,3534,1
770,132,1
770,5650,1
770,2576,1
770,22,1
770,2983,1
770,2280,1
770,135,1
1081,721,1
5005,1447,1
5005,31,1
979,4221,1
979,847,1
979,2590,1
448,1032,1
700,840,1
1405,1072,1
1405,6408,1
1405,585,1
1405,809,1
1405,1335,1
1405,518,1
20,6,1
20,872,1
1709,816,1
700,2324,1
79,2954,1
3063,6243,1
79,878,1
79,876,1
79,1244,1
3063,85,1
3063,49,1
3063,2514,1
3063,114,1
3063,54,1
979,1215,1
3063,65,1
979,5867,1
979,1444,1
399,686,1
1298,682,1
1298,526,1
1709,1260,1
1709,24,1
581,301,1
581,1210,1
581,20,1
581,4175,1
581,719,1
581,57,1
581,90,1
581,1380,1
581,67,1
79,106,1
79,64,1
79,123,1
2412,103,1
2412,4733,1
79,114,1
79,2123,1
79,1298,1
448,2534,1
979,27,1
979,1149,1
979,4,1
5005,240,1
5009,1481,1
5009,698,1
1833,82,1
1833,6411,1
1833,34,1
1833,3375,1
1833,507,1
1833,98,1
1833,87,1
1833,5731,1
1833,1094,1
1833,1076,1
1833,132,1
1833,2540,1
689,6066,1
770,4569,1
689,5351,1
482,5934,1
482,129,1
482,2531,1
